Chunk 	 RSQ
0	-3109309.6263331277
1	-2312487.6234498387
2	-3340383.6230294467
3	-635003.9211667941

overall_gold_y	overall_pred_y	overall_adj
0.6359888	[1865.7416]	unexpected
0.27763173	[1537.4302]	healthy
-0.29725152	[2818.3455]	reasonable
-0.13005313	[1591.2819]	generous
0.6931472	[789.339]	rich
0.80921936	[1026.8872]	serious
-0.78845733	[2884.9583]	wide
0.7301884	[1027.3953]	liberal
-0.15415068	[3132.9023]	fair
0.36396536	[1733.9441]	crucial
-0.5596158	[1563.7725]	conventional
0.42956266	[2638.2153]	obvious
-1.3862944	[2840.823]	disappointing
0.95551145	[217.08182]	serious
-4.8481164	[2115.363]	weak
0.9118364	[1886.015]	radical
-1.3971053	[1360.5297]	light
0.63465095	[2520.2532]	extraordinary
0.027398974	[2419.2046]	legitimate
-0.034289073	[1013.7035]	serious
-1.446919	[2189.0789]	light
-0.8329091	[2421.5205]	routine
-0.3662444	[2573.6423]	extensive
-0.16126814	[629.6223]	likely
0.18232156	[1820.0984]	large
-0.1797931	[1386.6366]	typical
0.4054651	[2114.3013]	liberal
0.67116827	[1735.4128]	sharp
0.6380874	[1001.2872]	strong
0.032435276	[1000.41565]	familiar
-0.6931472	[1704.458]	thin
0.31177962	[167.51982]	solid
0.86750054	[1286.8824]	usual
-0.24512246	[1165.5718]	intense
-0.26966357	[1561.9188]	normal
0.08748745	[1002.70294]	healthy
0.66415966	[2770.171]	prominent
-2.1102133	[162.84378]	little
-0.8109302	[1390.7026]	prominent
-2.3025851	[357.43707]	inadequate
0.2962658	[503.60577]	sharp
1.1227099	[825.8716]	excessive
-0.91629076	[2663.8687]	regular
0.6678294	[487.8971]	major
-0.7178398	[1539.1748]	weak
-0.16507976	[1973.4517]	usual
0.48005396	[1231.8077]	considerable
-0.8892621	[786.8103]	obvious
-0.65058756	[863.27783]	adequate
0.5193002	[594.68945]	hefty
-0.16705409	[2458.7424]	moderate
1.2527629	[680.8112]	liberal
0.5290372	[394.40506]	huge
-0.6725279	[354.80188]	moderate
0.23572233	[2191.858]	favorable
-1.0986123	[696.955]	little
-0.6931472	[2568.3232]	likely
-3.465736	[2248.9536]	low
-3.9318256	[437.61765]	minor
0.30538166	[1442.1359]	healthy
0.48183808	[2569.6055]	intense
-2.409195	[1874.1069]	legitimate
-2.412586	[875.20764]	poor
0.37469345	[1475.9734]	serious
0.15415068	[1059.1088]	valuable
0.98082924	[2107.3457]	extensive
0.6109091	[1887.3038]	impressive
0.3629055	[272.05136]	promising
-1.3862944	[3048.077]	normal
0.7118393	[1030.4866]	firm
0.6931472	[1920.3981]	significant
0.05001042	[670.7752]	vital
0.6613985	[3150.1528]	severe
-0.8329091	[2646.003]	poor
-0.13720112	[997.63806]	firm
-1.6254382	[1288.2773]	fine
0.50209194	[1260.8682]	valuable
1.3217559	[2746.6855]	radical
-0.025975486	[409.12213]	typical
0.54889756	[2026.6342]	major
-3.198673	[734.3392]	narrow
-3.1135154	[638.08026]	little
-2.100061	[2019.2623]	tight
-2.1785324	[2407.036]	routine
0.97499835	[1322.1185]	extraordinary
-0.43286407	[254.03587]	nice
0.61903924	[1053.7325]	aggressive
-1.7797832	[3088.2417]	modest
0.20763937	[1807.5847]	good
-0.6061358	[3276.658]	conventional
0.748717	[283.1279]	valuable
-0.27958485	[2309.1135]	great
-1.2237754	[1745.1484]	light
-0.79323065	[411.34186]	liberal
0.35020244	[783.3208]	sizable
0.644357	[3063.345]	intense
-0.91629076	[1911.7369]	significant
-0.15415068	[2008.6448]	sizable
0.573602	[2381.865]	rich
-0.66268796	[398.3539]	unexpected
-1.1363527	[1783.2301]	acceptable
-0.26236427	[592.80023]	significant
-0.16833532	[1878.7963]	generous
1.2452158	[3235.605]	huge
0.23052366	[428.22937]	wide
-3.8501475	[3271.8853]	disappointing
-0.5596158	[1974.4592]	solid
1.2961433	[2390.1711]	rare
-0.3254224	[2766.4336]	adequate
-2.4277482	[434.53424]	low
-1.189584	[2288.734]	traditional
-1.9459101	[2343.682]	sensitive
0.2170645	[2034.488]	obvious
2.220446e-16	[1837.2299]	appropriate
-0.6805684	[1148.7753]	typical
0.5849336	[3091.7583]	solid
0.92676204	[2569.2456]	substantial
0.6723131	[1014.2369]	extraordinary
0.62860864	[3044.4224]	impressive
0.32158363	[352.2592]	major
-0.9473813	[1375.9415]	acceptable
0.2135741	[2229.85]	severe
0.42322758	[2852.2527]	large
0.105360515	[1996.457]	considerable
0.021309787	[2904.6072]	traditional
0.6574291	[2354.9133]	large
-0.048790164	[885.84265]	fundamental
0.38171104	[1358.8063]	sound
0.51082563	[3452.942]	severe
-0.99852884	[118.01295]	light
0.111225635	[2090.8625]	high
-0.11778303	[2555.315]	moderate
0.1840744	[2788.7349]	intense
-1.4321039	[2310.6375]	little
-0.99119204	[1517.3026]	weak
-0.4054651	[573.4047]	tight
0.17645644	[2324.1714]	unusual
-0.4054651	[580.64923]	clear
-0.34294474	[1231.7125]	ordinary
-0.4054651	[1585.0989]	relative
1.0425228	[1388.6775]	high
0.053109825	[1539.1655]	extensive
1.0033021	[730.87976]	rare
-0.32158363	[2865.4805]	rich
-0.5250103	[2320.3816]	ordinary
0.42121348	[1901.4365]	grand
-0.11778303	[559.2861]	conventional
-0.09431068	[654.8378]	reasonable
0.47762755	[1855.0096]	steep
0.4054651	[1176.1758]	usual
0.7646061	[1971.3523]	sharp
0.43891305	[3028.5566]	big
0.21130909	[304.6932]	sharp
0.6931472	[3382.743]	sharp
0.275412	[2638.0264]	extensive
0.45198512	[1881.3804]	remarkable
-1.0986123	[869.25397]	ordinary
-0.9718606	[2984.2993]	fair
0.07696104	[1807.6699]	radical
0.120627984	[1002.66516]	obvious
0.2876821	[417.10925]	good
-0.5798185	[471.26016]	thin
-1.3328056	[2286.408]	reasonable
-0.6931472	[1173.6584]	stable
0.32690278	[2757.5793]	extensive
0.67209375	[2216.2393]	great
-0.087011375	[2200.221]	legitimate
-1.13498	[2664.0002]	positive
-2.3749058	[3084.277]	usual
-6.1092477	[627.7848]	poor
0.4780358	[704.69226]	remarkable
-4.1934357	[2116.1118]	disappointing
0.6931472	[2393.8977]	favorable
0.65058756	[1950.0499]	serious
-4.8675346	[2697.756]	low
0.20067069	[2493.6865]	sharp
-3.8501475	[507.13388]	disappointing
-0.100083455	[850.9123]	sharp
0.010050336	[1422.8959]	familiar
-1.0986123	[2667.2766]	conservative
2.220446e-16	[1802.5989]	traditional
-0.95551145	[2633.8862]	fine
-0.93282	[2019.0677]	stable
-0.52452445	[862.7274]	reasonable
-1.3350011	[2973.0637]	thin
0.63757735	[3347.1428]	valuable
0.2162231	[1438.4379]	comfortable
0.74533296	[146.63274]	nice
0.6065792	[2839.9758]	high
-0.11394426	[382.77194]	sizable
-0.78845733	[1302.309]	little
-1.5224265	[824.9149]	outstanding
-1.4231083	[2770.071]	likely
0.9614112	[781.50085]	radical
0.6657482	[2587.5269]	dramatic
-0.044451762	[3395.4976]	ordinary
-0.4289956	[2589.179]	familiar
-0.15415068	[1793.6335]	legitimate
0.73088753	[292.18695]	important
-0.9886114	[562.59204]	ordinary
-0.26236427	[2008.5703]	critical
-3.0445225	[3361.0654]	tight
0.60133964	[3220.585]	powerful
-0.9932518	[2005.6617]	thin
0.35667494	[1933.2004]	unexpected
-0.25131443	[1285.8263]	obvious
0.6931472	[1124.4894]	outstanding
0.36427754	[1230.4475]	prominent
-3.193558	[3365.5667]	tight
0.22314355	[1878.7025]	large
0.37469345	[153.52074]	unexpected
-1.609438	[1583.0176]	legitimate
-4.9938283	[1552.2961]	disappointing
0.6061358	[2137.0837]	vital
0.22314355	[507.90503]	substantial
-0.51082563	[1349.6248]	fair
1.3121864	[3147.8474]	severe
0.41091472	[3545.233]	bullish
0.11332869	[3417.3337]	appropriate
-0.8034952	[1314.9421]	acceptable
-1.3217559	[1737.9791]	acceptable
-0.4372138	[2466.1707]	bullish
0.94564295	[3484.2488]	generous
-1.3437347	[965.9831]	conventional
0.29282346	[3443.7373]	familiar
0.64918405	[1962.6447]	severe
-0.91629076	[1976.961]	conservative
0.20252426	[481.22968]	nice
-0.30228087	[2735.576]	sensitive
-1.4198171	[3395.0034]	moderate
-0.51082563	[2323.8809]	likely
1.3437347	[2527.119]	severe
0.05406722	[384.7868]	unusual
1.0475206	[3594.0957]	remarkable
-0.90511745	[3304.5273]	sensitive
0.2719337	[1297.3922]	impressive
0.50474656	[1912.035]	prominent
0.67409897	[1479.6788]	remarkable
0.4248832	[3394.645]	hefty
-3.701302	[370.0331]	little
0.7472144	[469.23294]	broad
-0.06738902	[1128.3328]	large
-1.9459101	[1760.1776]	positive
0.41925842	[3595.2278]	extraordinary
0.08455739	[660.3908]	sound
-1.734601	[2966.8918]	familiar
-0.47849023	[3548.6704]	obvious
-1.0395234	[2048.6504]	familiar
0.11332869	[3178.5574]	comfortable
0.3819346	[1323.0055]	extensive
-0.4054651	[2805.6096]	adequate
0.16705409	[1499.9836]	healthy
0.31845373	[1994.5134]	valuable
-1.3958638	[3198.7964]	conservative
0.8354634	[1201.2972]	strong
0.46021563	[1287.6357]	aggressive
-0.21511137	[964.13446]	vital
-0.3996	[831.7553]	ordinary
0.47000363	[2989.4482]	typical
0.5340825	[742.4451]	impressive
0.45058554	[1094.5612]	remarkable
0.65058756	[2291.9202]	remarkable
-0.08894748	[3385.0925]	obvious
-0.057629112	[2708.9424]	prominent
0.19569968	[3031.044]	wide
0.2135741	[2027.4753]	bearish
-0.3703738	[3237.7737]	considerable
-0.38776553	[1418.4275]	unusual
-1.6677068	[2030.592]	slight
-0.35301864	[1856.5518]	moderate
1.299283	[2026.878]	major
-0.58135575	[2862.5825]	rare
-1.410987	[1149.1765]	fair
-1.9810015	[1055.1461]	little
-0.51987547	[3415.399]	firm
-1.609438	[2745.0725]	sensitive
-0.19105524	[2283.9614]	firm
0.087011375	[2297.9397]	powerful
0.55338526	[2954.1106]	bullish
-0.3583976	[1151.5356]	considerable
0.2876821	[2864.8652]	bullish
0.21029541	[691.89716]	vital
0.6007739	[3452.6404]	aggressive
0.5767368	[1119.4796]	big
0.4054651	[1830.6372]	typical
-0.34294474	[1231.7122]	fine
-1.011601	[1983.3383]	fine
0.22314355	[2618.8442]	significant
-0.47000363	[1062.0999]	relative
-0.7731899	[3152.061]	moderate
0.9858168	[2355.2766]	steep
-0.7985077	[3251.5872]	low
0.5520686	[1234.6471]	liberal
-1.658228	[3435.0583]	light
1.0321225	[216.43517]	remarkable
-0.22314355	[791.09937]	legitimate
-1.5804504	[1389.197]	conventional
-0.85441536	[3368.0393]	positive
0.6931472	[1307.7808]	prominent
0.47219422	[2399.3835]	prominent
0.44183275	[1374.8618]	remarkable
-1.4213856	[3510.597]	normal
0.6657482	[3175.9653]	steep
0.6048546	[3435.7554]	rich
-0.51082563	[1877.2781]	appropriate
0.09823844	[2791.9617]	regular
-2.1400661	[533.63416]	traditional
-1.4836686	[2157.1697]	familiar
-2.7725887	[793.4375]	small
0.61310446	[1904.9266]	dramatic
0.47274712	[1882.6819]	striking
0.86903787	[2507.1458]	outstanding
-0.22314355	[1478.8243]	usual
-4.248495	[2336.8953]	poor
-1.3862944	[1888.9268]	fine
-0.3629055	[994.0322]	acceptable
0.79580134	[609.6411]	high
0.4567584	[2325.135]	adequate
-0.24686007	[1903.0916]	hefty
0.50743	[1894.5592]	adequate
-1.7578579	[128.42911]	vital
-0.4054651	[1783.9695]	fine
-1.4663371	[3160.7732]	minor
0.51082563	[2652.7444]	unexpected
-0.51082563	[1515.2151]	moderate
-1.6422278	[878.6025]	acceptable
0.388658	[778.1835]	aggressive
0.21130909	[1392.7637]	aggressive
0.032789823	[511.0232]	valuable
-1.1221428	[1371.0638]	ordinary
0.67209375	[1463.4575]	dramatic
-2.5389738	[3485.4863]	thin
-0.97600996	[638.9275]	adequate
-0.8850382	[1534.657]	bullish
-1.2264457	[1597.666]	fair
0.748717	[1993.9619]	significant
0.09844007	[2637.9375]	valuable
0.35437346	[3156.0972]	good
0.46181804	[1026.0458]	important
0.6021754	[3436.385]	large
-1.1592369	[2915.2146]	conservative
0.16907632	[3533.3772]	intense
1.0986123	[745.7226]	unexpected
0.16507976	[2106.4165]	fine
0.6931472	[1955.6708]	critical
0.26933295	[933.5208]	extensive
-0.6931472	[168.81015]	little
-0.21130909	[2483.0703]	serious
-0.5368011	[533.94434]	steep
-0.031748697	[1163.935]	crucial
0.8419928	[1478.6206]	huge
0.3044892	[1548.799]	big
0.3227734	[2938.1792]	broad
0.6359888	[2541.5496]	big
0.31449333	[718.1671]	substantial
-0.45198512	[3033.6873]	traditional
-0.15963015	[2655.4749]	competitive
-0.52163655	[2665.358]	regular
0.56685346	[3526.62]	vital
-2.7725887	[345.32428]	minor
0.66933656	[793.666]	valuable
-0.34294474	[1881.7015]	impressive
-0.14672732	[3397.6443]	conventional
0.45857492	[2670.9197]	radical
-2.4203682	[2462.9832]	thin
-0.3001046	[2050.076]	likely
-0.06453852	[3235.7341]	competitive
-2.6508918	[3291.601]	thin
0.6061358	[2688.019]	steep
0.48439237	[2510.4158]	prominent
-0.44895023	[811.9957]	sound
-0.9903987	[3409.387]	solid
0.2876821	[236.81117]	important
0.1590647	[597.1768]	traditional
0.3801473	[1069.7992]	wide
-3.0910425	[1504.2385]	slight
0.67634004	[404.95602]	dramatic
0.22314355	[930.4182]	sizable
0.6931472	[1493.3104]	powerful
-0.87546873	[670.36707]	moderate
-2.6567569	[380.69424]	minor
-1.9218127	[1693.2144]	unusual
0.09937248	[592.9018]	impressive
0.19490033	[1535.4755]	remarkable
-0.5368011	[3051.719]	modest
0.2876821	[2827.97]	nice
-0.11247798	[1780.2994]	solid
-1.410987	[1413.0835]	typical
-0.268264	[1724.4319]	prominent
0.6496621	[1954.4503]	extensive
-0.8174449	[3491.2996]	moderate
-0.84729785	[3045.292]	reasonable
-0.7597217	[1798.7194]	weak
0.93189865	[1508.1632]	considerable
0.65314186	[3476.5889]	steep
-1.3862944	[1459.4503]	huge
-0.057893977	[2450.5232]	promising
0.2876821	[514.8022]	good
-0.5596158	[598.06573]	ordinary
0.33213383	[2372.4019]	firm
-0.91629076	[2500.6436]	little
1.2360121	[2098.788]	huge
0.30966097	[3408.6245]	routine
-2.5257287	[1254.8345]	thin
-0.99852884	[388.80997]	moderate
0.6931472	[479.66385]	remarkable
0.677643	[3205.6487]	critical
0.93430924	[520.37714]	intense
-6.063785	[891.91425]	rare
-1.2383742	[2548.1838]	regular
0.074107975	[604.698]	rich
-0.13005313	[3072.1875]	broad
-2.3513753	[3135.1816]	low
0.6931472	[2865.7288]	striking
-0.7731899	[900.8295]	vital
-2.285778	[2565.314]	bearish
-0.4940185	[1418.8519]	moderate
0.67661786	[3052.2466]	liberal
0.6271892	[589.17126]	significant
-1.7676619	[2117.9849]	low
-1.5260563	[3087.4985]	tight
-3.583519	[148.61673]	small
1.0755166	[2366.0173]	liberal
0.29815337	[3235.2776]	relative
-0.05651221	[274.3685]	fair
-2.696877	[1651.9353]	low
-0.98082924	[1457.7421]	comfortable
0.6931472	[1177.3821]	major
0.6061358	[1238.3448]	major
-0.6225296	[423.9809]	bearish
-2.442347	[1247.2783]	inadequate
-1.3633049	[2373.6018]	relative
-2.3025851	[1858.669]	appropriate
0.554561	[1919.3616]	critical
0.61903924	[2434.6135]	radical
0.24116206	[1042.3033]	stable
0.61310446	[2717.793]	surprising
0.65088737	[3127.3035]	wide
-1.8718022	[978.6314]	small
0.52199894	[1980.4396]	remarkable
0.5340825	[1201.2266]	intense
0.6092657	[1315.1464]	huge
0.23361485	[3293.3909]	legitimate
0.074107975	[482.01086]	clear
0.4168938	[2389.6558]	unexpected
-0.2326223	[2646.49]	sound
-1.0986123	[2726.0867]	nice
0.074107975	[285.39005]	sizable
0.0111733	[817.06805]	grand
0.6466272	[1522.917]	significant
-3.8918202	[968.57184]	conservative
0.6931472	[1764.8596]	sharp
0.48405537	[1921.0188]	clear
-1.5497186	[3260.5496]	reasonable
-2.5389738	[1375.1805]	fine
0.028170876	[2270.0203]	favorable
-1.3862944	[2839.2302]	relative
-0.2047944	[794.25085]	sizable
0.2135741	[276.8506]	grand
0.6359888	[1669.0311]	clear
-1.5968591	[252.28056]	usual
0.5561254	[2805.1963]	powerful
-1.9810015	[2560.6167]	sensitive
-0.27820334	[2147.2705]	fair
-2.3513753	[243.7964]	usual
0.44802472	[2310.6785]	dramatic
0.56121963	[1012.03973]	promising
-0.040821996	[3164.1023]	solid
0.04762805	[1686.333]	huge
-0.27369583	[2128.5796]	prominent
-1.4534336	[2988.1948]	small
-0.31209102	[955.47034]	adequate
0.4122448	[1427.2003]	crucial
-0.29804486	[1113.3961]	significant
-1.4615178	[553.38446]	adequate
-3.5115454	[2153.301]	tight
0.21130909	[1228.5546]	serious
0.99164015	[2300.4092]	outstanding
2.220446e-16	[3436.0327]	firm
-1.4759065	[2048.7947]	acceptable
-0.15415068	[1402.4095]	routine
0.19415602	[3249.029]	valuable
-0.29725152	[3091.2815]	ordinary
0.4307829	[2595.6228]	broad
0.2162231	[1609.524]	comfortable
-0.08594243	[1662.8417]	acceptable
-0.6783321	[473.13876]	firm
0.037740327	[1052.9972]	positive
0.45425528	[263.12845]	severe
0.56798404	[2775.3975]	ordinary
-0.3483067	[609.2027]	reasonable
0.91629076	[2658.0322]	aggressive
-2.5455313	[951.221]	small
0.36772478	[2344.2341]	significant
0.025317809	[1928.3044]	generous
0.84218276	[2150.727]	unexpected
-0.6225296	[1426.7969]	low
-0.09531018	[577.79144]	conventional
-3.912023	[1188.2194]	weak
0.48183808	[726.19836]	radical
0.8989992	[1323.3134]	huge
0.27763173	[2043.8369]	sharp
-0.67634004	[2626.9048]	bearish
0.048790164	[2728.11]	favorable
0.65103567	[2731.9624]	intense
0.5753642	[128.09448]	sizable
-2.1517622	[1641.3375]	inadequate
0.6359888	[1309.7917]	extraordinary
-0.13976194	[1125.3107]	big
-1.6817585	[860.2587]	weak
0.46313074	[480.79663]	competitive
-3.2305717	[1651.622]	weak
0.725937	[1387.3593]	radical
0.078471616	[1425.4963]	impressive
-0.8803587	[1604.3212]	comfortable
0.33213383	[2264.5186]	valuable
0.22931007	[3457.2568]	prominent
0.45953232	[2879.5974]	vital
-1.3862944	[3173.3064]	weak
0.1267517	[1253.0714]	sharp
-0.63908	[2516.5454]	low
0.4260844	[3531.795]	traditional
-0.84567314	[2747.1533]	sound
-0.2719337	[1277.1266]	aggressive
-1.691676	[2671.0574]	typical
1.0663514	[946.73]	major
0.6411874	[2366.875]	extensive
0.63023335	[902.7998]	substantial
0.5024574	[1918.9436]	hefty
0.93430924	[2731.7234]	excessive
0.66035736	[1819.5366]	serious
0.087011375	[200.43105]	critical
0.30830136	[3523.5723]	liberal
-1.2527629	[1111.3057]	familiar
-1.7777733	[2371.5164]	small
0.16989903	[1013.2893]	grand
0.43825492	[1946.9886]	strong
-0.2534489	[904.3966]	healthy
1.0795641	[2417.237]	unexpected
-0.5596158	[1387.6683]	legitimate
0.48550782	[1494.9332]	crucial
-1.2527629	[2438.082]	bearish
-2.6912432	[2985.814]	conservative
0.51082563	[1209.013]	rich
0.074107975	[2054.9248]	significant
0.014815086	[1937.6691]	strong
-2.6390574	[1674.1415]	slight
-1.2878543	[3105.2852]	tiny
0.28163975	[446.68423]	great
-0.22314355	[2589.8125]	substantial
0.01092907	[3446.2183]	critical
-3.5973122	[1435.4696]	disappointing
-3.7841897	[961.8309]	weak
0.2876821	[2461.9282]	fine
0.87546873	[2439.558]	extraordinary
0.13353139	[743.3844]	strong
-0.05406722	[584.7362]	relative
0.051293295	[2537.1816]	conventional
0.31845373	[1447.0801]	deep
-2.0583882	[3449.8533]	tight
-1.5475625	[821.9062]	rare
-1.0473189	[3022.2195]	light
-2.4744353	[2593.636]	fundamental
0.26338938	[1306.6802]	liberal
1.0453677	[497.77692]	unusual
-0.19611488	[2287.4604]	broad
0.64513797	[1403.5425]	grand
0.6931472	[771.6075]	great
0.2537805	[2661.5042]	fine
0.29783446	[2540.9497]	significant
-0.37948963	[1251.9156]	legitimate
-1.1151416	[1488.7709]	adequate
-0.6649763	[2842.5674]	crucial
0.25489226	[2210.2322]	good
0.4054651	[977.7729]	fine
-0.16251893	[2399.4797]	important
-0.37948963	[1784.8125]	valuable
0.6125667	[3116.9277]	considerable
-1.5475625	[1735.8112]	typical
0.6280606	[2458.5837]	surprising
0.4054651	[1376.0491]	strong
-3.0445225	[1358.0387]	poor
0.02409755	[526.44745]	moderate
-2.7515354	[3316.6765]	appropriate
-0.93712485	[1787.5176]	usual
0.6325226	[1936.6954]	unexpected
-1.2286655	[2555.6077]	fine
0.19237189	[2909.5798]	large
0.55499685	[1347.9364]	solid
-1.3737155	[618.33813]	small
1.2321436	[1478.0797]	broad
0.51082563	[127.35474]	aggressive
0.5855165	[1447.8176]	grand
-0.95200884	[3224.101]	light
-0.34627622	[1118.2919]	important
0.33647224	[1062.3345]	sizable
0.9729861	[3574.6855]	strong
-1.0986123	[842.456]	important
0.24116206	[3380.1323]	firm
-1.4017986	[3500.063]	tight
0.6931472	[1730.3468]	impressive
0.47000363	[2972.3652]	competitive
0.59250367	[3583.5286]	severe
-0.080042705	[1328.5165]	traditional
0.5806692	[1605.4159]	large
-0.86499745	[1303.2435]	acceptable
-0.03509132	[2095.8188]	important
-2.7932081	[985.92334]	weak
0.6931472	[1053.3145]	favorable
-4.0943446	[2011.2794]	tiny
-0.8109302	[3058.4197]	routine
0.5831463	[3259.8406]	aggressive
0.08630691	[2867.8372]	healthy
0.62860864	[810.0786]	deep
-0.18232156	[2857.0808]	sensitive
0.60858977	[1660.1031]	good
-0.13976194	[285.07254]	moderate
0.5500463	[2985.9934]	considerable
-0.6931472	[1799.5902]	conventional
-0.896088	[635.1551]	stable
0.066691376	[1614.8861]	extraordinary
-0.5465437	[806.31256]	relative
-0.12036368	[696.03314]	moderate
-1.7160476	[392.69846]	poor
0.44802472	[1440.2821]	bullish
-1.446919	[3267.607]	fair
-0.91629076	[2449.0154]	thin
0.11332869	[1109.7404]	legitimate
-2.7880929	[1664.8208]	sensitive
-0.5500463	[350.53067]	familiar
-0.85441536	[623.81836]	positive
-3.3586378	[3246.2866]	bullish
-0.4054651	[2732.5356]	good
-0.20067069	[1316.0828]	healthy
-1.704748	[516.9232]	little
-1.0498221	[2779.8508]	sensitive
-1.609438	[2305.0225]	thin
-0.42285684	[1005.7878]	promising
-0.35197642	[2844.0576]	promising
0.6696167	[1377.7533]	aggressive
0.22314355	[2880.7395]	valuable
0.17261274	[217.94711]	excessive
0.24756208	[2657.8618]	considerable
-0.034289073	[861.5916]	healthy
-1.3217559	[2349.707]	ordinary
-1.609438	[668.37744]	tight
0.63934445	[1904.7814]	impressive
-1.2110903	[2800.0603]	relative
-2.3749058	[1253.589]	small
0.18232156	[886.7199]	great
-0.27443683	[2016.2194]	wide
-1.5314764	[2447.106]	high
-0.78275937	[3450.469]	good
-1.9136493	[3113.96]	typical
-0.597837	[2068.2998]	relative
0.45198512	[2737.299]	intense
0.41871032	[2398.3362]	substantial
0.79668784	[1173.0582]	outstanding
0.61310446	[2697.2285]	deep
1.1631508	[2503.5303]	extensive
-1.2809339	[1880.1404]	minor
-0.05608947	[1867.657]	crucial
0.35667494	[3366.813]	big
0.189242	[2590.023]	nice
0.14197026	[269.1698]	surprising
0.17824823	[1228.3274]	fair
1.0296195	[1208.5076]	bullish
-3.5393476	[2271.1902]	tiny
-1.283437	[1063.2223]	relative
-0.4054651	[1610.6101]	routine
-3.3322046	[1787.8271]	conservative
-0.015504187	[1570.1184]	clear
0.68687755	[3433.3264]	steep
0.5389965	[2948.4583]	high
-4.040856	[893.74524]	minor
0.7300907	[2185.0596]	great
-0.040821996	[994.7447]	broad
0.7182531	[433.3423]	dramatic
-2.2823825	[2895.1467]	typical
-0.20875481	[2914.3462]	familiar
-0.53467685	[416.81348]	solid
-0.9650809	[546.47284]	weak
-1.5404451	[2267.0251]	obvious
-0.39749694	[2770.671]	comfortable
-1.1607441	[2780.3755]	positive
0.36772478	[1374.7806]	unusual
-0.111225635	[1494.804]	clear
1.0473189	[942.1994]	excessive
0.6931472	[1835.6187]	grand
0.32158363	[1373.8451]	generous
-0.7472144	[2394.7637]	appropriate
0.9650809	[3306.657]	unusual
-1.3862944	[2229.0234]	usual
-0.7537718	[1242.1224]	fundamental
-2.9957323	[2120.558]	poor
-1.609438	[1920.0165]	sensitive
-0.6931472	[457.64536]	likely
1.0033021	[480.16403]	significant
0.814508	[2466.7715]	generous
-0.61903924	[2088.779]	routine
0.35667494	[3363.6853]	strong
-0.06899287	[2522.7048]	nice
0.68821704	[2391.9805]	sharp
-0.33647224	[245.84544]	relative
0.562527	[3334.7703]	radical
0.55338526	[341.03198]	powerful
-0.91629076	[1441.6512]	moderate
-1.2704625	[2823.7598]	light
-0.14217448	[1846.1897]	obvious
0.66647893	[2889.657]	positive
-1.704748	[2948.1567]	narrow
0.6931472	[2459.5781]	radical
-0.14310084	[3017.2358]	promising
-1.4663371	[719.1924]	fair
-3.3322046	[939.40326]	light
-0.6167742	[2752.7554]	normal
-0.2962658	[232.82526]	stable
-0.22314355	[2926.7485]	nice
0.96598274	[3158.2869]	unexpected
0.20359896	[913.3462]	sizable
0.41871032	[2796.5955]	clear
-0.4054651	[2068.338]	normal
0.26570317	[1414.1624]	big
-0.91629076	[266.54257]	reasonable
-0.64185387	[1965.738]	strong
0.55499685	[2434.8276]	crucial
0.47957307	[1493.2211]	generous
-1.562918	[2061.4868]	excessive
1.3745983	[3437.599]	radical
-1.5404451	[454.94806]	poor
0.090971775	[2153.0876]	considerable
0.61310446	[952.14734]	excessive
-0.46262354	[3138.1565]	traditional
-0.98082924	[1051.7244]	poor
-0.26966357	[2610.2358]	legitimate
-0.4054651	[2269.002]	typical
-0.9932518	[3381.0947]	usual
0.4248832	[3626.8372]	extensive
-0.58358496	[3558.5044]	important
-1.609438	[798.7747]	likely
0.20067069	[2626.125]	nice
0.68687755	[2705.296]	significant
0.52324814	[3559.1157]	large
0.5623076	[3125.4856]	substantial
-0.68221813	[1677.2388]	valuable
0.6931472	[1275.9376]	high
-1.5260563	[2076.5833]	usual
-0.5500463	[2531.2256]	nice
0.51082563	[2111.9636]	rich
0.48183808	[822.7842]	valuable
-0.24294618	[2207.1843]	ordinary
-0.19415602	[2436.227]	rare
0.80056745	[3638.658]	fundamental
-0.10697212	[252.14806]	substantial
-4.2195077	[2316.441]	tiny
0.51082563	[2451.1135]	vital
1.1837701	[3121.4407]	remarkable
0.38776553	[1674.7562]	liberal
0.4462871	[404.3278]	dramatic
-1.410987	[3004.1675]	poor
-0.3101549	[3326.7258]	likely
0.27115276	[828.2124]	big
-0.6539265	[2876.6094]	generous
-0.56798404	[2738.6326]	sound
0.38776553	[1204.6581]	bearish
0.3800554	[597.35675]	aggressive
-0.74193734	[287.07327]	fair
-2.7621174	[2754.51]	disappointing
-1.2163954	[3169.0527]	normal
-2.944439	[2869.0774]	light
0.6931472	[877.74677]	competitive
0.64918405	[2065.3296]	excessive
-0.20763937	[2230.747]	routine
0.3227734	[743.3844]	strong
0.5596158	[1295.9026]	big
0.22314355	[1050.2081]	substantial
-0.25131443	[3090.3354]	fine
0.14310084	[2141.0679]	appropriate
0.037740327	[642.3088]	fundamental
0.12516314	[370.7363]	fundamental
0.19478832	[775.3572]	legitimate
-0.3101549	[1969.0828]	extensive
0.37469345	[2921.5122]	substantial
-1.191394	[2821.9941]	usual
0.6931472	[2181.1992]	intense
-0.12036368	[2184.454]	major
0.60858977	[958.7998]	serious
-0.7108468	[1366.0885]	traditional
0.30110508	[869.60547]	large
-1.9095426	[2498.2751]	valuable
0.565992	[1082.1731]	large
